Species,Method,Abundance,F,CV,Error_para,Scenario
Long-lived,LBB,3.313425103,-0.795673573,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.416563742,-0.808736519,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.682102354,-0.840198631,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.540009269,-0.822046634,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.865999584,-0.864401537,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.193995915,-0.777349415,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.033949055,-0.752289747,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.485458313,-0.81836954,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.896208352,-0.866771572,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.369016516,-0.800134148,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.533410052,-0.820445473,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,2.84487012,-0.724683553,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.603037308,-0.830873434,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.259409815,-0.789738026,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.465892188,-0.811023497,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.789329518,-0.85428613,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.397529832,-0.80496382,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,4.049335775,-0.8808041,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.265290435,-0.785631819,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.616137047,-0.829191534,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.083963312,-0.762864522,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.43380909,-0.813025771,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.733484524,-0.847070346,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.36087849,-0.802277848,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.872869325,-0.863890233,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.926526189,-0.870259241,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.508466125,-0.821323714,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.634398001,-0.836378018,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.513146497,-0.817381068,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.558678607,-0.827322084,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.728318272,-0.847463922,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.67427483,-0.84183164,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.56791464,-0.82947521,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.418739302,-0.808304957,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,4.001228742,-0.878016259,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.311349211,-0.792815903,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.568499029,-0.827183531,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.254996563,-0.781785003,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.558497173,-0.82701126,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.511485139,-0.819315882,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.534303658,-0.822649467,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.590003155,-0.830220562,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.200729831,-0.782488931,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.406297026,-0.804112051,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.289801659,-0.793092389,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.168397654,-0.774692116,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.357268859,-0.801850417,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.898204609,-0.867591396,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.777352181,-0.854278133,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.915140686,-0.867243383,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.775115682,-0.851916016,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.459415643,0.060632683,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.358165505,0.010570095,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.459415643,0.060632683,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.358165505,0.010570095,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.486794798,0.074752901,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.358165505,0.010570095,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.358165505,0.010570095,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.486794798,0.074752901,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.459415643,0.060632683,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.358165505,0.010570095,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.459415643,0.060632683,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.358165505,0.010570095,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.459415643,0.060632683,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.358165505,0.010570095,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.316172471,-0.009296012,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.459415643,0.060632683,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.316172471,-0.009296012,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.486794798,0.074752901,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.358165505,0.010570095,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.316172471,-0.009296012,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.459415643,0.060632683,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.459415643,0.060632683,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.358165505,0.010570095,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.459415643,0.060632683,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.358165505,0.010570095,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.358165505,0.010570095,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.358165505,0.010570095,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.358165505,0.010570095,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.395605189,0.028708714,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.459415643,0.060632683,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.459415643,0.060632683,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.42917075,0.045335781,Low,M,Low CV*Non-equilibrium
Long-lived,LBRA,-0.406889578,0.000614554,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.434200783,0.058445715,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.397632182,-0.014317999,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.460014495,0.159219556,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.437775048,0.068858671,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.398331733,-0.013235742,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.441274876,0.080132335,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.446183035,0.098043249,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.443085584,0.086439606,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.41933981,0.023534761,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.458701503,0.153258696,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.439154755,0.073165883,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.407109081,0.000986716,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.324484231,-0.112767026,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.452688509,0.125642259,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.427842902,0.042128062,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.428696857,0.044179991,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.449756265,0.112714288,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.447663859,0.103961044,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.44344516,0.087733155,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.449340343,0.110939667,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.446973053,0.101170863,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.431288352,0.050658823,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.336612986,-0.096679886,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.443953025,0.08958385,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.427505889,0.041328864,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.424394587,0.034213885,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.365182097,-0.059658148,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.41291222,0.011201651,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.439778908,0.075171764,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.456326948,0.14232909,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.426074349,0.037997973,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.439106039,0.073010856,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.427576045,0.041494749,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.370263885,-0.052969615,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.415335719,0.01571019,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.416111715,0.017188248,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.427409565,0.041101518,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.452293627,0.123864308,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.446633259,0.099817311,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.424112481,0.033590804,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.421151071,0.027248837,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.445420843,0.095090551,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.442701978,0.085074797,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.404223279,-0.003833047,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.403405904,-0.005170819,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.438583761,0.07136253,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.446729585,0.100199748,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.425775677,0.037315612,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.448699004,0.108236232,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.43933948,0.073755736,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.40749567,0.001644498,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.438044873,0.069687627,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.38329399,-0.035287092,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.457476727,0.147636364,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.466455963,0.18671241,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.417112435,0.019120624,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.387597441,-0.029202809,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.44296443,0.086006871,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.425058667,0.035694505,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.474713255,0.216782275,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.428013348,0.042534517,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.445286002,0.094574835,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.429978413,0.047334798,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.401825891,-0.007724939,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.434333026,0.058813289,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.346753099,-0.08351644,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.457981434,0.149958696,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.433410818,0.056276239,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.4700323,0.200434008,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.441022934,0.079281422,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.403298464,-0.00534581,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.443775635,0.088934262,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.392986271,-0.021347497,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.376842736,-0.04415849,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.436875857,0.066141523,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.414260362,0.013690104,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.429202918,0.04541469,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.431282157,0.050642856,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.408432506,0.003251115,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.409291106,0.004739711,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.425054722,0.035685652,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.453524833,0.129436964,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.362292378,-0.06342847,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.443446045,0.087736358,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.43785526,0.069104433,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.451703937,0.121228271,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.419382391,0.023620745,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.438707454,0.071750658,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.43628854,0.064403403,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.410354918,0.006606412,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.453990187,0.131562954,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.453247484,0.128174513,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.44548134,0.095322581,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.459880784,0.158616518,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.442738751,0.085204954,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.37563067,-0.045797472,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.409102616,0.004411563,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.378366331,-0.042086757,Low,K,Low CV*Non-equilibrium
Long-lived,LBRA,-0.413097426,0.011540702,Low,K,Low CV*Non-equilibrium
Short-lived,LBSPR,-0.366994603,0.747698272,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.50652412,1.23956545,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.383615984,0.800024567,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.401023049,0.852350863,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.427337719,0.946538195,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.410493605,0.88374664,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.30716839,0.580254126,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.49950753,1.218634932,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.390306268,0.820955085,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.464907354,1.082586563,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.33960615,0.663976199,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.343138359,0.674441458,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.447743677,1.019795009,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.435580503,0.967468713,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.412327028,0.894211899,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.445246882,1.009329749,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.431662609,0.957003454,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.354152292,0.705837235,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.415092195,0.904677158,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.338269388,0.663976199,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.325906104,0.632580421,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.393481668,0.831420345,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.48612587,1.155843377,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.332532569,0.643045681,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.390124753,0.820955085,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.33849088,0.663976199,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.337901145,0.663976199,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.462624531,1.072121304,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.429793956,0.946538195,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.324653387,0.622115162,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.313928349,0.590719385,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.423127111,0.925607677,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.408431757,0.873281381,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.387528514,0.810489826,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.430270702,0.957003454,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.331310698,0.643045681,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.44158834,0.988399231,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.391272312,0.820955085,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.384949034,0.800024567,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.49269804,1.187239154,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.537587689,1.375613818,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.298932598,0.559323608,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.409755567,0.88374664,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.328374916,0.632580421,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.568668319,1.532592705,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.340396518,0.674441458,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.422369003,0.925607677,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.348553943,0.695371976,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.367605347,0.747698272,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.49552553,1.197704413,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.363427202,0.737233013,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.55206118,1.448870632,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.399738459,0.852350863,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.414167603,0.894211899,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.37929052,0.789559308,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.345250303,0.684906717,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.354100944,0.705837235,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.32843136,0.632580421,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.469829495,1.093051822,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.412329371,0.894211899,Low,Linf,Low CV*Equilibrium
Short-lived,LBSPR,-0.384004632,0.800024567,Low,Linf,Low CV*Equilibrium
